blast_count_7d,avg_blast_intensity,rainfall_mm_24h,rainfall_mm_7d,crack_count_7d,avg_crack_score,critical_crack_flag,elevation_m,area_sq_km,days_since_inspection,is_monsoon,risk_score,risk_label
6,8.61,0.0,15.74,4,0.419,0,668.2,243.4,14,1,0.2546,yellow
15,3.98,33.51,33.8,6,0.033,0,581.6,188.5,14,1,0.3484,yellow
0,0.0,0.0,0.0,2,0.095,0,696.0,33.3,35,0,0.0677,green
16,5.85,0.0,0.0,7,0.29,0,758.6,202.0,52,0,0.3673,yellow
9,2.81,0.0,70.88,6,0.304,0,382.4,122.9,50,0,0.2676,yellow
8,8.64,0.0,0.0,6,0.61,0,737.6,410.8,26,0,0.2846,yellow
15,9.12,0.0,0.59,5,0.406,0,332.3,383.6,53,0,0.3967,yellow
9,1.19,0.97,0.0,1,0.781,1,550.3,476.6,9,1,0.3275,yellow
16,6.41,0.0,0.0,3,0.632,0,278.0,284.4,64,0,0.3464,yellow
1,7.27,0.0,0.0,6,0.462,0,752.6,350.4,38,0,0.2124,green
8,2.76,0.0,0.0,5,0.336,0,787.1,429.7,62,0,0.2436,yellow
14,5.56,0.0,14.59,3,0.384,0,215.1,421.1,77,1,0.384,yellow
1,4.94,3.88,25.64,3,0.559,0,500.7,356.0,48,1,0.1766,green
15,8.76,0.0,0.0,2,0.952,1,336.0,440.9,88,0,0.4771,yellow
3,6.63,0.0,0.12,1,0.871,1,603.6,400.4,6,0,0.2521,yellow
17,3.23,17.39,8.11,7,0.052,0,529.3,150.9,74,0,0.3329,yellow
11,6.59,9.28,10.26,0,0.0,0,458.3,440.2,68,1,0.2516,yellow
4,1.65,0.0,0.0,6,0.944,1,585.0,339.0,78,0,0.2714,yellow
17,9.47,0.0,0.0,8,0.98,1,240.5,264.2,16,0,0.5116,orange
8,7.64,5.07,2.03,9,0.582,0,322.7,264.7,70,1,0.3758,yellow
1,5.35,0.0,0.4,1,0.287,0,594.1,484.6,42,0,0.0933,green
11,5.12,38.48,197.94,2,0.649,0,360.4,17.4,66,1,0.3861,yellow
9,5.06,0.0,0.0,5,0.313,0,362.7,302.9,28,0,0.2836,yellow
15,1.06,4.8,57.78,7,0.588,0,620.7,343.3,27,1,0.365,yellow
12,6.25,0.0,1.04,0,0.0,0,525.2,470.4,9,1,0.2599,yellow
15,6.98,57.68,157.14,9,0.008,0,460.1,55.4,84,1,0.4439,yellow
14,8.36,0.0,0.0,10,0.723,1,205.4,298.8,16,0,0.4956,orange
7,6.89,0.0,0.0,4,0.877,1,643.2,16.7,62,0,0.3565,yellow
4,1.69,0.0,19.27,1,0.063,0,475.4,369.0,57,0,0.1339,green
9,8.96,0.0,7.01,2,0.494,0,370.0,395.5,2,1,0.335,yellow
0,0.0,0.0,0.99,6,0.738,1,512.9,43.5,80,0,0.2273,green
16,8.79,0.0,149.73,0,0.0,0,737.2,336.6,55,0,0.2969,yellow
10,6.74,0.0,0.0,5,0.428,0,465.5,328.2,36,0,0.2745,yellow
10,6.39,0.0,0.0,3,0.59,0,444.6,240.1,87,1,0.3796,yellow
14,3.53,4.94,23.95,2,0.41,0,593.1,137.5,37,1,0.3252,yellow
17,8.94,0.0,2.55,3,0.446,0,683.5,13.9,11,0,0.3289,yellow
9,5.82,0.0,0.0,4,0.743,1,246.0,437.6,54,0,0.352,yellow
13,4.19,3.25,6.4,9,0.271,0,339.1,166.1,60,0,0.3185,yellow
12,5.53,0.0,0.0,5,0.522,0,676.7,443.3,75,0,0.3319,yellow
14,7.06,0.0,0.0,3,0.23,0,270.5,91.0,84,0,0.3191,yellow
5,8.1,0.0,1.27,5,0.541,0,407.1,213.0,31,0,0.2435,yellow
3,2.07,0.0,59.03,9,0.608,0,347.2,38.3,18,0,0.2329,green
7,9.88,0.0,0.0,8,0.416,0,457.4,275.0,73,0,0.349,yellow
1,4.71,0.0,4.8,5,0.575,0,213.3,473.1,47,1,0.2286,green
16,2.86,7.02,24.61,4,0.765,1,607.3,388.8,52,0,0.4127,yellow
2,6.05,22.12,293.28,4,0.222,0,628.8,442.0,53,1,0.2706,yellow
0,0.0,0.0,0.0,8,0.874,1,322.1,72.4,70,0,0.2296,green
14,5.2,0.0,11.05,4,0.41,0,588.7,17.6,47,0,0.3038,yellow
7,8.9,0.0,0.0,11,0.182,0,645.8,425.5,56,0,0.305,yellow
14,3.08,0.0,79.69,10,0.043,0,467.8,44.3,77,1,0.3815,yellow
10,6.91,3.36,0.72,10,0.929,1,427.5,417.4,48,0,0.4705,yellow
14,1.44,0.0,0.0,3,0.767,1,550.2,393.2,44,0,0.3209,yellow
16,1.13,0.0,30.56,2,0.62,0,645.4,93.2,8,1,0.3136,yellow
2,4.9,0.0,0.0,9,0.889,1,547.3,319.9,41,0,0.2841,yellow
12,7.41,27.86,40.88,7,0.589,0,311.2,303.9,1,1,0.4227,yellow
15,1.69,0.0,0.0,1,0.134,0,466.3,230.9,61,0,0.2302,green
5,5.8,0.0,0.0,2,0.939,1,581.8,169.0,44,0,0.2913,yellow
3,8.41,20.34,63.94,9,0.662,0,689.0,391.2,22,1,0.3737,yellow
4,7.73,0.0,37.1,0,0.0,0,459.4,25.3,62,0,0.1248,green
14,6.02,19.08,11.33,7,0.858,1,670.3,220.2,58,1,0.4752,yellow
7,7.0,0.0,0.0,1,0.845,1,349.4,292.6,37,0,0.3249,yellow
9,1.05,0.0,39.66,10,0.241,0,224.2,211.5,34,1,0.2886,yellow
10,1.12,0.0,54.4,11,0.654,0,339.2,17.0,77,1,0.4008,yellow
14,5.6,0.0,11.8,9,0.563,0,574.8,433.6,9,1,0.4223,yellow
3,9.92,0.85,84.56,2,0.442,0,624.4,200.7,19,1,0.2709,yellow
1,4.08,0.86,72.61,4,0.633,0,481.6,227.1,49,1,0.2404,yellow
16,5.15,0.0,0.0,5,0.593,0,232.0,232.8,17,0,0.3665,yellow
11,5.5,0.0,5.7,8,0.644,0,784.5,44.2,21,0,0.3261,yellow
6,6.39,0.0,4.63,7,0.705,1,473.1,337.2,45,0,0.3431,yellow
7,8.23,0.0,20.62,5,0.536,0,493.1,206.9,76,0,0.3196,yellow
16,3.49,0.0,0.32,3,0.079,0,644.3,56.5,42,0,0.2477,yellow
15,7.22,1.8,290.13,10,0.211,0,717.8,444.2,47,1,0.4363,yellow
8,9.98,0.0,0.0,3,0.216,0,614.7,305.5,56,0,0.2734,yellow
6,4.92,0.0,0.0,11,0.817,1,711.5,469.6,18,0,0.3597,yellow
17,4.75,0.0,0.0,9,0.229,0,481.5,141.6,9,0,0.3461,yellow
7,2.03,175.16,486.32,11,0.278,0,679.0,169.9,7,1,0.4269,yellow
9,3.31,1.58,1.22,0,0.0,0,412.2,158.2,35,0,0.1551,green
5,8.78,0.0,12.65,7,0.083,0,490.7,158.2,45,1,0.2654,yellow
4,5.31,0.0,0.0,9,0.506,0,286.4,315.8,59,0,0.2469,yellow
9,8.4,16.99,12.79,9,0.282,0,418.3,103.5,88,1,0.3923,yellow
11,7.99,0.0,0.0,9,0.314,0,522.8,421.7,80,0,0.3497,yellow
8,5.43,0.0,0.0,11,0.687,1,594.8,67.3,47,0,0.3786,yellow
6,5.09,0.0,6.4,8,0.514,0,742.0,446.0,5,1,0.3398,yellow
3,9.73,0.28,65.86,7,0.372,0,597.0,79.2,37,0,0.2789,yellow
2,2.97,0.0,0.0,5,0.826,1,371.4,464.3,71,0,0.2258,green
2,9.45,0.0,0.0,10,0.337,0,637.7,290.9,68,0,0.2871,yellow
8,3.27,0.0,0.0,4,0.874,1,349.8,139.0,12,0,0.3322,yellow
12,3.09,0.0,0.0,3,0.458,0,410.7,56.0,57,0,0.3016,yellow
12,9.5,0.0,0.06,7,0.208,0,342.9,455.1,38,0,0.3385,yellow
16,7.34,0.0,11.69,1,0.398,0,696.5,93.6,84,0,0.3627,yellow
15,4.06,0.0,0.0,7,0.227,0,602.0,239.5,52,0,0.2778,yellow
2,7.78,0.0,0.0,8,0.336,0,479.4,389.0,56,0,0.2642,yellow
11,4.42,0.0,0.0,7,0.2,0,233.3,288.5,16,0,0.2643,yellow
5,4.29,0.0,0.0,5,0.019,0,696.1,267.1,48,0,0.1349,green
10,3.63,0.0,0.0,4,0.961,1,600.7,467.3,27,0,0.3815,yellow
4,8.96,3.13,51.06,3,0.35,0,747.8,176.5,12,0,0.2203,green
8,4.12,8.43,40.1,11,0.99,1,387.1,176.6,55,1,0.4406,yellow
7,5.87,0.0,0.0,11,0.186,0,423.5,465.0,26,0,0.2608,yellow
15,7.39,0.0,0.5,7,0.341,0,469.3,457.5,66,0,0.3623,yellow
7,6.2,6.75,3.96,2,0.294,0,268.9,471.4,14,1,0.2112,green
8,6.97,0.0,3.33,9,0.717,1,713.7,184.8,11,0,0.3604,yellow
1,2.66,1.85,25.71,9,0.604,0,717.9,413.0,84,1,0.2969,yellow
5,7.14,0.0,33.05,9,0.3,0,557.6,222.6,20,1,0.2634,yellow
10,4.1,11.25,22.32,6,0.659,0,758.9,412.3,85,1,0.4075,yellow
2,4.7,9.86,351.12,9,0.327,0,206.5,415.0,60,1,0.2889,yellow
8,9.06,0.0,0.0,1,0.739,1,219.5,332.8,75,0,0.3368,yellow
7,3.67,0.0,0.0,5,0.424,0,676.1,25.6,57,0,0.1952,green
11,5.71,0.0,8.76,5,0.227,0,568.4,133.9,62,0,0.256,yellow
16,1.69,1.97,45.66,2,0.351,0,417.5,404.8,16,1,0.291,yellow
13,9.22,0.0,4.3,2,0.221,0,428.6,406.1,53,0,0.2925,yellow
16,3.48,0.0,77.6,7,0.933,1,271.2,467.5,48,0,0.4903,orange
5,2.45,0.0,37.05,1,0.971,1,537.3,360.2,12,1,0.2706,yellow
11,2.05,0.0,0.0,2,0.774,1,226.4,349.7,34,0,0.3209,yellow
15,1.42,0.0,0.0,7,0.612,0,424.1,135.1,64,0,0.3089,yellow
3,4.72,0.0,0.0,9,0.538,0,366.9,116.3,67,0,0.2463,yellow
3,4.77,0.0,0.0,11,0.518,0,626.1,56.9,7,0,0.2479,yellow
10,3.36,0.0,0.0,6,0.22,0,731.7,467.8,56,0,0.2392,green
4,8.03,5.37,56.03,6,0.731,1,694.7,81.8,68,1,0.3785,yellow
13,1.97,28.42,64.66,6,0.5,0,460.3,132.3,72,1,0.3994,yellow
10,7.42,0.0,0.0,3,0.324,0,340.3,113.3,31,0,0.2178,green
5,4.97,0.0,0.0,0,0.0,0,440.1,393.8,10,0,0.1295,green
11,6.94,1.65,25.56,0,0.0,0,458.6,159.2,72,1,0.2576,yellow
14,4.78,0.0,9.38,3,0.546,0,450.3,88.5,24,0,0.3136,yellow
8,1.47,0.0,0.0,2,0.602,0,297.8,124.6,10,0,0.2147,green
12,3.74,0.0,0.0,0,0.0,0,338.9,435.5,75,0,0.1888,green
15,1.1,0.0,0.0,11,0.314,0,348.7,351.9,59,0,0.3216,yellow
1,1.56,12.86,109.83,10,0.709,1,362.9,453.1,45,0,0.261,yellow
3,8.36,0.0,0.0,4,0.09,0,315.9,34.8,46,0,0.1653,green
15,3.99,1.08,26.31,6,0.051,0,495.5,226.6,66,1,0.3851,yellow
9,2.88,0.0,0.49,4,0.76,1,292.3,83.1,69,0,0.3218,yellow
15,2.54,5.67,33.0,5,0.035,0,435.1,351.6,12,1,0.2766,yellow
6,2.0,1.21,2.15,5,0.241,0,603.4,414.8,8,0,0.1414,green
17,4.57,0.0,0.0,3,0.656,0,521.1,50.2,67,0,0.3564,yellow
6,2.06,4.97,16.33,9,0.794,1,595.7,293.1,60,1,0.3854,yellow
1,4.91,3.85,12.65,9,0.427,0,398.2,286.5,15,0,0.1993,green
0,0.0,0.0,0.0,10,0.556,0,667.7,17.9,49,0,0.1892,green
16,9.01,0.0,13.39,11,0.195,0,591.3,392.7,70,1,0.4769,yellow
10,9.81,0.0,0.0,10,0.964,1,281.0,84.4,26,0,0.4489,yellow
1,6.18,0.0,6.38,3,0.276,0,661.1,120.9,59,0,0.1471,green
17,1.4,5.5,19.16,8,0.997,1,310.1,301.1,11,1,0.5077,orange
8,6.6,7.63,58.37,8,0.259,0,216.7,319.4,64,1,0.3639,yellow
13,4.58,0.0,0.0,11,0.592,0,299.5,22.1,20,0,0.3894,yellow
13,8.56,5.84,52.37,7,0.341,0,750.4,209.2,69,1,0.3918,yellow
15,9.95,0.0,11.57,7,0.792,1,605.8,343.0,17,0,0.4803,orange
12,3.45,0.0,0.0,10,0.924,1,395.5,72.6,77,0,0.4279,yellow
6,2.14,0.0,0.0,11,0.924,1,476.4,254.5,4,0,0.3699,yellow
7,3.59,0.0,0.0,10,0.0,0,627.3,184.7,82,0,0.2696,yellow
1,6.46,0.0,0.0,11,0.226,0,433.9,245.2,43,0,0.2236,green
10,8.47,19.55,176.82,5,0.444,0,519.1,438.1,19,1,0.3904,yellow
5,6.33,0.0,0.0,2,0.365,0,643.1,336.6,75,0,0.2101,green
8,8.24,11.08,231.54,2,0.5,0,638.1,313.4,12,1,0.3343,yellow
14,6.55,0.0,0.0,5,0.233,0,335.6,280.0,89,0,0.3401,yellow
12,5.87,32.83,11.0,3,0.652,0,699.5,488.0,78,0,0.3159,yellow
10,1.37,0.0,110.4,10,0.272,0,439.5,303.3,41,0,0.2847,yellow
2,8.29,0.0,0.0,10,0.136,0,736.2,46.6,60,0,0.2175,green
12,7.9,0.0,0.0,5,0.303,0,779.9,317.8,48,0,0.3275,yellow
10,4.33,0.0,8.48,8,0.251,0,272.3,296.4,56,0,0.2694,yellow
3,2.49,0.15,4.91,2,0.658,0,798.6,231.4,29,0,0.1622,green
14,5.07,0.0,0.0,8,0.415,0,432.4,333.2,63,0,0.3086,yellow
9,7.57,28.18,621.13,0,0.0,0,772.7,84.2,9,1,0.2529,yellow
17,4.61,0.0,0.0,3,0.297,0,297.5,341.1,3,0,0.2759,yellow
0,0.0,227.18,426.83,6,0.595,0,723.1,292.7,23,1,0.3898,yellow
17,5.77,25.91,47.45,10,0.566,0,744.8,204.2,28,0,0.4349,yellow
4,1.73,4.74,54.8,9,0.47,0,501.5,108.4,21,1,0.2691,yellow
11,9.24,0.0,10.46,3,0.783,1,366.2,471.0,0,0,0.3411,yellow
4,4.8,0.0,106.59,4,0.01,0,737.0,83.1,11,1,0.153,green
6,9.84,0.0,0.0,4,0.013,0,336.0,287.8,14,1,0.2372,green
6,9.12,0.0,83.64,11,0.752,1,743.3,419.3,10,1,0.4407,yellow
17,3.38,14.58,155.69,1,0.8,1,532.8,414.7,5,1,0.385,yellow
15,8.8,0.0,0.0,6,0.605,0,332.3,316.6,8,0,0.343,yellow
4,6.44,0.0,0.0,9,0.283,0,702.3,276.1,14,0,0.2348,green
2,1.46,37.19,53.5,5,0.512,0,490.0,197.6,83,1,0.2488,yellow
2,1.64,0.08,20.59,6,0.52,0,796.7,108.9,77,1,0.2468,yellow
10,6.3,15.21,82.39,7,0.297,0,246.3,93.2,80,1,0.3416,yellow
15,7.13,0.0,0.0,3,0.358,0,793.7,345.3,42,0,0.3101,yellow
14,4.72,0.51,80.89,3,0.58,0,213.3,494.4,66,1,0.3674,yellow
5,7.56,36.0,199.7,6,0.393,0,342.2,57.5,81,1,0.3588,yellow
12,3.53,0.0,3.57,8,0.647,0,706.3,169.2,25,0,0.3513,yellow
12,3.02,0.0,0.0,8,0.631,0,643.8,310.0,55,0,0.3257,yellow
0,0.0,0.0,0.0,2,0.522,0,240.8,98.8,36,0,0.1202,green
1,6.87,84.47,613.44,7,0.549,0,441.6,264.6,53,1,0.3748,yellow
12,2.2,2.15,0.0,11,0.73,1,543.1,222.7,84,0,0.4164,yellow
0,0.0,0.0,0.0,5,0.355,0,601.5,247.1,22,0,0.1154,green
0,0.0,0.0,0.0,4,0.472,0,532.1,289.4,81,0,0.1353,green
7,3.29,3.67,105.38,6,0.78,1,538.3,138.0,8,1,0.3492,yellow
7,6.49,0.0,0.12,0,0.0,0,279.9,138.1,16,0,0.1673,green
1,3.59,0.0,11.68,1,0.416,0,744.8,128.9,5,1,0.154,green
2,1.55,0.0,0.0,2,0.626,0,530.3,209.6,34,0,0.1377,green
12,5.45,0.2,0.0,10,0.588,0,389.6,317.2,22,1,0.4386,yellow
9,2.63,0.0,77.77,1,0.181,0,674.4,198.5,88,1,0.2378,green
5,6.54,0.0,20.66,10,0.088,0,303.1,263.9,17,0,0.2129,green
14,4.49,0.0,0.0,7,0.669,0,679.2,467.0,15,0,0.3172,yellow
4,5.13,0.0,9.99,3,0.808,1,731.5,409.9,3,1,0.3174,yellow
10,2.99,17.37,25.08,9,0.859,1,500.0,340.7,73,1,0.4569,yellow
6,3.81,0.0,0.78,7,0.932,1,572.2,403.8,84,0,0.3528,yellow
17,3.96,0.0,0.0,6,0.131,0,603.0,367.4,69,0,0.3349,yellow
2,4.85,0.0,0.0,5,0.313,0,581.6,205.2,59,0,0.1581,green
8,4.33,0.0,0.0,8,0.324,0,659.1,80.1,82,0,0.2661,yellow
16,1.56,0.0,0.0,5,0.109,0,349.1,165.3,82,0,0.2822,yellow
9,7.88,0.0,0.0,8,0.912,1,258.5,428.1,24,0,0.4175,yellow
10,5.6,0.0,1.68,2,0.306,0,238.2,96.8,60,0,0.2633,yellow
7,8.84,0.0,0.0,5,0.859,1,279.0,355.5,62,0,0.344,yellow
3,6.62,2.3,29.36,2,0.169,0,232.2,361.6,79,1,0.208,green
0,0.0,2.86,18.95,1,0.402,0,546.7,160.9,80,1,0.1679,green
4,9.83,0.0,0.0,2,0.709,1,263.2,421.0,62,0,0.3047,yellow
17,4.67,0.0,0.0,1,0.047,0,776.8,342.8,35,0,0.2618,yellow
2,6.67,0.52,1.02,8,0.132,0,786.6,295.5,12,1,0.226,green
1,2.51,20.14,20.21,6,0.88,1,503.3,258.8,37,1,0.323,yellow
1,1.66,0.0,0.0,8,0.595,0,449.1,216.9,21,0,0.1953,green
1,9.38,5.73,0.94,6,0.321,0,557.6,497.9,68,0,0.2093,green
15,4.39,5.25,2.44,4,0.204,0,451.2,117.6,8,1,0.3376,yellow
1,2.51,0.0,63.71,5,0.733,1,725.7,364.2,0,1,0.3207,yellow
3,3.18,0.0,0.0,10,0.375,0,572.8,362.2,54,0,0.2528,yellow
4,7.18,0.0,2.28,9,0.877,1,663.9,339.1,29,0,0.3412,yellow
3,9.9,0.0,13.71,7,0.321,0,537.5,146.9,64,0,0.2455,yellow
13,8.73,1.57,8.71,11,0.954,1,273.1,19.0,19,1,0.5572,orange
5,9.93,0.0,0.0,5,0.241,0,340.1,43.4,82,0,0.2368,green
10,9.15,0.11,9.4,2,0.33,0,264.1,477.2,17,1,0.2999,yellow
13,7.07,0.0,9.04,7,0.122,0,580.9,70.7,43,1,0.3895,yellow
7,2.91,0.0,0.0,11,0.769,1,760.9,455.5,58,0,0.3657,yellow
11,6.45,0.0,0.0,11,0.289,0,426.2,202.7,77,0,0.3955,yellow
17,3.79,0.0,0.0,4,0.83,1,592.8,211.5,0,0,0.3735,yellow
17,2.98,5.23,126.27,0,0.0,0,223.9,144.3,6,1,0.2947,yellow
4,2.27,10.94,152.27,6,0.829,1,504.9,313.9,79,1,0.3852,yellow
2,6.65,0.0,0.0,6,0.633,0,470.2,270.2,70,0,0.2481,yellow
6,8.38,0.0,1.73,3,0.636,0,413.6,82.8,29,0,0.2703,yellow
16,4.83,7.22,25.78,2,0.237,0,379.9,325.0,55,1,0.361,yellow
16,2.74,0.0,0.0,10,0.801,1,308.1,63.8,70,0,0.517,orange
0,0.0,0.21,45.04,10,0.056,0,565.9,128.0,37,1,0.1803,green
4,8.64,0.0,10.7,8,0.246,0,687.4,178.0,16,0,0.2027,green
10,3.16,13.9,2.43,1,0.884,1,532.4,271.9,17,1,0.3413,yellow
8,9.01,1.07,0.0,3,0.952,1,642.8,302.7,8,0,0.3709,yellow
14,2.95,0.0,0.0,6,0.744,1,751.5,217.6,25,0,0.3941,yellow
2,4.16,0.15,4.94,9,0.554,0,379.5,221.1,55,1,0.2589,yellow
2,9.87,0.0,0.0,3,0.941,1,573.9,373.4,15,0,0.2834,yellow
7,7.74,0.0,0.0,11,0.619,0,488.2,334.2,77,0,0.3574,yellow
13,3.63,0.0,0.0,9,0.027,0,428.3,62.0,67,0,0.2788,yellow
11,5.82,0.0,3.82,7,0.681,1,600.0,260.4,47,0,0.3299,yellow
9,9.8,0.0,0.7,6,0.388,0,283.0,371.7,19,0,0.3069,yellow
3,4.76,7.56,73.82,2,0.342,0,589.1,43.5,63,1,0.2507,yellow
17,3.95,0.0,39.53,10,0.614,0,395.5,104.0,47,0,0.3904,yellow
4,2.64,0.0,11.75,2,0.165,0,624.0,272.3,14,0,0.12,green
5,2.91,0.0,0.0,4,0.748,1,701.9,355.1,87,0,0.2697,yellow
11,2.74,0.0,4.04,6,0.259,0,231.7,365.8,16,0,0.2642,yellow
0,0.0,0.0,91.7,11,0.057,0,304.8,356.6,84,1,0.2166,green
1,2.09,0.0,3.04,9,0.592,0,315.2,336.7,62,0,0.2183,green
1,5.76,0.0,0.0,10,0.136,0,636.8,408.4,7,0,0.1655,green
17,3.49,0.0,0.0,4,0.137,0,241.8,447.8,86,0,0.3381,yellow
0,0.0,0.0,39.46,9,0.737,1,222.0,242.6,43,1,0.2927,yellow
9,7.05,0.0,3.17,4,0.518,0,568.5,125.9,87,0,0.2873,yellow
17,1.67,0.0,0.0,8,0.457,0,707.4,66.0,73,0,0.401,yellow
10,8.13,0.0,27.15,8,0.053,0,700.5,67.8,63,0,0.2927,yellow
0,0.0,5.48,28.21,4,0.251,0,260.3,202.7,83,1,0.2059,green
7,1.96,22.32,184.29,11,0.231,0,442.5,496.7,65,1,0.3083,yellow
0,0.0,0.0,0.0,7,0.517,0,708.9,345.7,18,0,0.1271,green
11,9.32,0.0,0.24,4,0.113,0,303.1,278.2,25,0,0.245,yellow
12,3.86,0.0,0.0,2,0.852,1,535.5,262.2,75,0,0.3646,yellow
4,6.43,2.35,60.82,1,0.011,0,436.5,427.0,75,1,0.2038,green
7,7.72,0.0,0.0,8,0.406,0,727.9,327.9,73,0,0.2812,yellow
6,7.84,0.0,121.67,2,0.301,0,310.4,380.7,64,0,0.24,green
11,6.55,0.0,0.0,4,0.996,1,470.2,133.7,39,0,0.3994,yellow
11,4.44,0.0,28.29,0,0.0,0,252.0,273.8,53,0,0.1917,green
2,2.2,1.18,52.16,1,0.751,1,764.8,341.5,77,1,0.2649,yellow
8,7.89,0.0,0.0,2,0.205,0,678.8,371.9,4,0,0.1805,green
9,3.74,0.0,0.31,3,0.919,1,228.2,176.0,86,1,0.4227,yellow
17,7.67,0.03,0.11,8,0.326,0,653.7,202.9,40,0,0.3773,yellow
9,9.32,0.26,28.64,3,0.3,0,484.6,92.3,89,0,0.2865,yellow
5,8.16,1.43,100.18,3,0.701,1,446.4,257.3,1,1,0.3535,yellow
14,4.31,0.04,27.87,7,0.311,0,508.7,429.8,48,0,0.3328,yellow
3,9.45,34.37,22.77,11,0.475,0,654.2,347.7,48,1,0.4055,yellow
3,8.9,2.33,50.8,9,0.826,1,534.6,36.8,27,1,0.3832,yellow
4,8.72,0.0,41.72,1,0.176,0,507.9,360.5,18,0,0.123,green
11,1.68,0.0,0.0,10,0.94,1,405.8,494.2,41,0,0.3989,yellow
5,4.17,0.0,0.0,2,0.522,0,274.8,481.1,77,0,0.2028,green
16,1.2,0.0,13.97,4,0.019,0,313.3,213.1,39,0,0.2395,green
0,0.0,0.0,10.55,7,0.893,1,459.7,272.4,9,1,0.2705,yellow
0,0.0,28.36,43.34,6,0.336,0,569.0,464.2,55,1,0.2167,green
17,3.92,14.25,38.05,8,0.279,0,443.0,499.4,2,1,0.3992,yellow
8,5.03,48.07,5.68,8,0.44,0,506.3,136.8,51,1,0.4051,yellow
12,4.12,0.0,0.0,8,0.006,0,686.4,474.7,6,0,0.2449,yellow
16,1.22,0.0,0.0,1,0.45,0,615.7,369.2,38,0,0.2774,yellow
11,8.61,0.0,7.1,8,0.272,0,262.3,154.8,41,0,0.3162,yellow
17,4.34,0.0,4.86,7,0.817,1,208.2,448.9,31,0,0.4744,yellow
2,6.19,22.55,199.2,2,0.338,0,623.3,101.9,0,1,0.2031,green
6,5.6,0.0,0.0,1,0.845,1,247.8,356.4,38,0,0.2726,yellow
1,4.35,0.0,0.0,1,0.131,0,357.5,294.8,72,0,0.1141,green
2,5.95,14.22,108.16,11,0.69,1,702.5,168.3,27,1,0.3869,yellow
15,7.63,0.0,0.0,5,0.106,0,693.1,78.1,6,0,0.2532,yellow
9,3.89,0.0,0.0,1,0.007,0,658.3,261.9,65,0,0.2127,green
6,7.13,0.0,0.0,2,0.607,0,253.1,341.7,69,0,0.217,green
14,1.27,20.18,18.39,1,0.417,0,385.8,469.5,85,1,0.3174,yellow
1,2.13,31.54,137.95,6,0.715,1,362.7,382.6,73,1,0.3043,yellow
12,4.3,0.0,0.12,7,0.866,1,723.0,215.0,67,0,0.3887,yellow
12,8.72,16.09,303.14,10,0.644,0,309.7,123.9,80,1,0.4775,yellow
12,4.68,0.0,0.0,3,0.176,0,719.7,227.7,54,0,0.2511,yellow
4,7.24,0.0,0.0,6,0.053,0,262.6,288.8,12,0,0.18,green
7,4.88,0.17,0.0,2,0.474,0,400.3,293.9,70,0,0.2286,green
7,1.24,2.62,0.0,6,0.296,0,757.8,71.1,19,0,0.1679,green
11,2.2,1.11,1.64,0,0.0,0,473.0,90.1,22,0,0.155,green
14,6.8,28.54,138.98,7,0.577,0,587.8,234.6,4,1,0.4228,yellow
4,4.92,0.0,0.0,9,0.265,0,459.2,499.5,86,0,0.1964,green
6,8.45,0.0,0.0,7,0.643,0,389.4,314.5,25,0,0.3334,yellow
14,3.34,0.0,0.0,5,0.387,0,692.7,485.1,25,0,0.3451,yellow
6,9.98,2.15,58.54,2,0.789,1,561.7,330.6,57,1,0.3869,yellow
0,0.0,0.0,0.0,4,0.408,0,408.7,20.6,35,0,0.1143,green
2,5.85,0.0,10.99,11,0.982,1,747.1,225.2,66,0,0.3883,yellow
11,6.33,0.54,284.52,9,0.055,0,456.1,239.8,60,1,0.3771,yellow
16,9.83,0.0,1.77,4,0.355,0,609.5,334.5,25,0,0.347,yellow
14,6.9,35.41,255.86,0,0.0,0,207.2,78.4,46,1,0.3188,yellow
5,5.51,0.0,0.0,10,0.137,0,762.6,182.4,70,0,0.2665,yellow
7,8.59,34.88,213.89,1,0.342,0,527.9,54.8,25,1,0.3125,yellow
12,2.66,0.0,0.0,5,0.948,1,438.0,71.2,27,0,0.3888,yellow
0,0.0,0.0,0.0,8,0.35,0,557.8,144.4,89,0,0.1289,green
7,7.68,0.0,0.0,4,0.893,1,613.7,149.1,57,1,0.3936,yellow
8,8.73,0.0,21.95,0,0.0,0,246.4,261.3,24,1,0.2581,yellow
17,8.51,0.0,19.3,11,0.673,0,498.3,475.7,83,0,0.5106,orange
0,0.0,0.0,0.0,4,0.033,0,547.9,91.6,45,0,0.0499,green
0,0.0,0.0,0.0,7,0.144,0,655.4,255.3,79,0,0.136,green
16,3.28,0.0,0.0,8,0.351,0,699.6,251.8,67,0,0.3125,yellow
17,9.86,0.46,4.64,8,0.355,0,538.8,133.6,2,0,0.368,yellow
16,9.06,0.0,0.0,4,0.947,1,323.4,310.7,31,0,0.4567,yellow
12,3.71,1.3,25.31,7,0.071,0,691.0,174.5,54,0,0.2777,yellow
0,0.0,5.28,1.01,4,0.141,0,278.2,325.3,52,1,0.1167,green
15,6.9,0.0,0.42,5,0.229,0,331.0,36.8,46,0,0.3217,yellow
16,9.02,0.0,0.0,2,0.832,1,795.0,90.2,47,0,0.4455,yellow
4,8.35,0.0,0.0,3,0.631,0,458.1,224.5,4,0,0.206,green
9,5.04,0.0,0.0,10,0.175,0,724.8,371.3,32,0,0.2968,yellow
